batch,image,text
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355829-1589830291378162.png,Celeb Gets Fired After Going On A Racist Rant About White People: https://buff.ly/3tLWJIH:=:https://celebrities.awm.com/celeb-gets-fired-after-going-on-a-racist-rant-about-white-people-2-2-2-2-2-2-2-2-2-2/
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355834-549550683199471.png,"SEVERE POTENTIAL FRIDAY Tomorrow will be hot and windy with a dryline moving into western OK. Behind the dryline, the fire threat will be extremely high. Conditions are favorable for high end severe weather tomorrow afternoon and evening along and east of Highway 81, BUT there is a cap in place. IF we break the cap, then severe storms would develop with a strong tornado or two possible. The tornado threat would be highest over north-central OK. Again, all the ingredients are there but it all depends on IF we can actually get storms to develop. #okwx"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355835-5025223494194230.png,"It will be a busy severe weather day across eastern KELOLAND. A moderate risk of severe weather covers much of the northeast, including Brookings and Watertown. Tornadoes are expected today with the strongest storms, so stay weather aware! https://trib.al/UIIlrwz:=:https://www.keloland.com/weather/ #kelowx"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355836-4938186242891743.png,"I've been working to stop human trafficking since I was Nevada's Attorney General. During Human Trafficking Awareness Month, we can all learn to recognize the signs of trafficking and help bring an end to modern-day slavery. humantraffickinghotline.org"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355839-7550314028374490.png,🍕🍔🌭🌮🍧🍦🍿🍗 We hope you come to Fandango HUNGRY!! There will be so much to eat! Check out the list of food vendors....we are already drooling! This Saturday July 2nd from 6pm-10pm! Free admission!
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355841-10166473168125338.png,"We want to congratulate our partners, the Negro Leagues Baseball Museum on their recent success of being Evergy’s #SpreadGoodEnergy hometown grants recipients securing a $10,000 to makeover Monarch Plaza—the former site of Municipal Stadium and original home of the Monarchs. 🎉"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355844-3179308842304889.png,Apple Pie Is Now “Canceled” For Being Racist: https://buff.ly/35aKfkW:=:https://awm.com/apple-pie-is-now-canceled-for-being-racist-2-2-2-2/
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355845-384016610424613.png,"📢 Join our team! Cherokee Nation is currently seeking inpatient RN and LPN candidates for careers at various health centers across the reservation. ✅ View all open positions and apply today on our website here ➡️ jobs-cherokeenation.icims.com For more information, please call recruiter Penny Holmes at 918-772-4278."
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355847-2259270494223108.png,"O Great Spirit, Whose voice I hear in the winds, And whose breath gives life to all the world, hear me! ... Let Me Walk In Beauty, and make my eyes ever behold the red and purple sunset. ~ Native American Prayer FULL poem:https://bit.ly/ssp-wib-nap #Poetry #Mindfulness #Meditation"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355848-10159775577819805.png,"🕊️On February 4th we mark the International Day of Human Fraternity, representing our efforts to create a path towards peace for all peoples. Relationships between peoples, especially faith communities, require bold gestures that foster trust over time. These relationships must be cultivated and nurtured by our leaders and institutions. It is a mission we carry out every day."
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355854-7386839664692007.png,BamaPrincess
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355855-417972660145541.png,BREAKING - 15yo missing in Yonkers. Please share 🙏
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355856-10160113153680600.png,"The exhibit ""Righting a Wrong: Japanese Americans and World War II"" opens Apr. 23 at the Minnesota History Center. From 11-3, visitors can experience Taiko drumming, traditional Japanese dancing, origami, and documentary screenings. More about the exhibit: bit.ly/3KNboL2:=:https://www.mnhs.org/historycenter/activities/museum/righting-wrong"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355858-10160177334261228.png,There will be a window for severe weather tomorrow evening around sunset where storms could produce severe hail/winds and even a couple of tornadoes. Parts of eastern Iowa are now in a Level 2 risk for severe weather.
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355862-526349478849056.png,Battle of the burritos #NationalBurritoDay 👊🏽🌯 What's your vote?
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355863-10160178588680166.png,Meghan (Felv+) wants to know; have you recently checked out our youtube channel? You can go back in time and watch old videos of the BCR Kitties. Including ones that show a few of our cats when they first arrived as kittens 😄 just follow this link! > https://bit.ly/36rU8vJ:=:https://www.youtube.com/channel/UCDjYPfEYLokVtg9EsldO31w
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355865-5002135576551913.png,"Yep, that’s a Dad"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355866-427879695815493.png,Why we study what was outlawed in Tarrant County suburban school districts…
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355867-358053853017230.png,"💨 We hate to be the bearer of unwelcome news, but strong southerly winds gusting 40-50+ mph will develop again Friday & Saturday. With persistent dry grasses & crop debris, the very strong winds will still result in areas of elevated fire danger. 🔥"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355872-576962427113359.png,"Covenant & Conversation: This week’s piece for Bamidbar, entitled “Law as Love” is based on a chapter in Rabbi Sacks’ book Essays on Ethics. Read or listen to it at rabbisacks.org/covenant-conversation/bamidbar/law-as-love:=:https://www.rabbisacks.org/covenant-conversation/bamidbar/law-as-love/ 🇮🇱 For our readers in Israel, Rabbi Sacks’ essay for Naso is available at rabbisacks.org/covenant-conversation/naso/sages-and-saints:=:https://www.rabbisacks.org/covenant-conversation/naso/sages-and-saints/"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355873-10158907925482169.png,"Are there things Christians don’t understand about people who are Jewish? Join Ezra & Carly on this week’s episode, “What Jewish People Wish the Church Understood.” Now also available to watch on YouTube! LISTEN 👉 https://bit.ly/jandgpodcast:=:https://www.ajewandagentilediscuss.org/ WATCH 👉 https://bit.ly/3gqtPYk:=:https://www.youtube.com/channel/UC4qie3XJr3dpAPOrQyluN6w"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355876-379346004236586.png,"Rainfall totals over the last 12 hours centered over Potter County. The first notable area was from a supercell moving NE through Dalhart last evening and the second area was northern Potter County just before midnight where some areas got up to 0.5"". Could see some additional rainfall in the far eastern Panhandles today from thunderstorms this afternoon."
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355879-4861275603999267.png,"This week on our podcast #PopCultured, we’re diving into recent casting decisions that have some people big mad. Like … ➡️ Leah Jeffries was cast as a lead in the new Disney+ show adapting the popular YA series “Percy Jackson and the Olympians.” Jeffries is Black and in the book it’s implied that the character is white. And angry fans made their feelings known by getting the 12-year-old star’s TikTok banned. ➡️ The BBC announced that “Sex Education” star Ncuti Gatwa will take on the title of the Doctor in the next season of “Doctor Who.” He'll be the first Black man to play the lead. Now, some are criticizing the series for what they say is a “woke” casting decision. So, why are diverse casting decisions so controversial, especially with fictional shows? Listen here: https://skimmth.is/3PwSjz8:=:https://link.chtbl.com/vaqqVFI9?sid=pop_051722_feed"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355883-10158830888206538.png,"Every 33 years Muslims, Christians and Jews holiday coincide. Wishing all celebrating #kosher and #happypassover #ramadanmubarak #happyeaster. May we all come together in peace, love and freedom!"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355884-10158829436691538.png,"Commemorating the 160th anniversary of the DC Compensated Emancipation Act. This legislation in 1862 freed nearly 3,200 enslaved African descendants in Washington DC, while paying their enslavers for their release."
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355886-5257962177601672.png,Follow causes.com for more!
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355892-1962369967284764.png,"Congratulations to Aviation High School graduate, Aniqa Prima, on becoming the first and only female, hijabi, Bengali-American aviation maintenance technician at American Airlines! Outstanding and inspirational! We are proud of you Ms. Prima! #aviation #aircraftmaintenance American Airlines"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355893-3207679999455142.png,Who wants to join us for tea with Mohamad? ♥️
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355894-5052141838210034.png,"***UPDATE*** THIS PET HAS BEEN SURRENDERED ""Greenhille "" -this pet's Finder Please spread the word so we can find this pet's family! FOUND on March 7, 2022 in Eugene, OR 97403 near 24th Ave and Columbia St. Description: Found this fur baby- brought him to the Greenhill Humane Society (he is waiting for you!). His Animal ID#: 46450742 Do you have information? Contact finder here: https://www.pawboost.com/p/7772104:=:https://www.pawboost.com/landing/pet/RozejROnpE7OJUwwlf-FNUym9jwLW2YJ/surrendered-thispet-eugene-or-97403 Lost or found a pet? Report it to PawBoost here: https://pbrs.io/l/rpf:=:https://www.pawboost.com/"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355896-567245381514184.png,Follow our new Twitter account here! https://twitter.com/quotesforthemen
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355901-1116511852475906.png,"If you've dotted your Is and crossed your Ts, you may enslave whoever you please"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355902-462902811910513.png,"['""Because We Know It Is Possible"": Japanese-Americans Join Fight For Reparations.'] 'At a virtual town hall meeting in August, generations of #JapaneseAmerican community organizers spoke alongside leaders from the Black reparations movement.' 'Called ""Reparations Then, Reparations Now!"" the meeting coincided with the 40th anniversary of the Commission on Wartime Relocation and Internment of Civilians hearings, which marked a turning point in the Japanese-American redress movement.' '""Just as Black Americans supported our community’s struggle for redress, we will strive to support and show solidarity with Black people as they fight for reparations today,” said Michael Nishimura, a 29-year-old doctoral student and organizer.' 'The event was hosted by the Japanese-American social justice organizations Nikkei Progressives and Nikkei for Civil Rights and Redress, which are part of a growing coalition of organizations pushing for the passage of H.R. 40, the Federal bill to create a commission to study reparations for Black-Americans.' Continue reading here at: https://www.nbcnews.com/news/nbcblk/-know-possible-japanese-americans-join-fight-reparations-rcna11256 #AsianAmericans #CivilRights #Equality #Equity #Justice #Slavery #Racism #WWII #WorldWarII / #WhileBlack /"
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355903-4631129866987146.png,Excited to announce WarParty will be set up along side the Native American World Series!! Rapid City SD 8.27.22
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355904-1033921170871509.png,Please if your in the flagstaff fire area keep a look out for these two we need them to get home safe.
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355905-1038779793445923.png,God is so good!!!!! This is why I won’t ever stop!
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355906-5249107778456293.png,No good black Fathers? #learnhowtobeafather Try an Israelite man ✊🏿✊🏿✊🏿 #israelunitedinchrist #iuic #righteousfathers #black #hispanics #natives #comelearn
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355909-5057040470975301.png,Please laugh at the people who think socialism is the solution for preventing socialism.
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355910-466940944811777.png,I bet reporting that killed CNN.
batch_4,https://raw.githubusercontent.com/heranmane/label_studio_images/main/batch_4/355911-1480245385778877.png,"Happy Juneteenth; June 19, 1865 ♥️🖤💚!!!"
